id,text,author_id,created_at,geo
947618334748573697,@ChicoryLouis @IRdotnet @realDonaldTrump Manafort &amp; Gates involved with Ukraine (Not Russia) well before the campaign. Papadopoulos &amp; Flynn lying to FBI agent. No connection to Russia or Trump. Actions of FBI proving to be illegal. I'm not a brother. Have no beef with Obama the man just simply he was a bad president.,785232405212692480,2017-12-31 23:59:51+00:00,
947616860622729216,Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/8eU8Q9etcZ  https://t.co/vP7WJg3cyZ via @AdellaPasos https://t.co/vBWdvYUH03,27677542,2017-12-31 23:54:00+00:00,
947614635548491777,"""@WIRED: Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/uWzqLWOdMR"" @juruwolfe @good",2664880224,2017-12-31 23:45:09+00:00,
947614391226204160,"RT @besthealthyou: #Ukraine's radicals can't get enough even on a such worldwide happy event like #HappyNewYear They use #hashtag #ЗНовимРоком(Happy New Year) to spread idiotic joy re airport evacuations in #Russia, claiming that God does exists because of terror threat to R…",54699826,2017-12-31 23:44:11+00:00,
947614257503490053,@Rach_Orchard @The2kage @calvinstowell @realDonaldTrump How happy is Putin since Trump sold weapons to Ukraine who Russia wants back in the fold?,569482666,2017-12-31 23:43:39+00:00,
947613066442747904,@thehill Why Russia expert?where is Ukraine experr?Or eastern europe expert?,731551506227462145,2017-12-31 23:38:55+00:00,
947612648090284033,"thehill: Russia expert: Trump only supplied weapons to Ukraine to show he's not a ""Putin puppet"" https://t.co/dS1nqamNUA https://t.co/V3dsI46EqF",135092899,2017-12-31 23:37:15+00:00,
947611949562515457,"THE HILL: ""Russia expert: Trump only supplied weapons to Ukraine to show he's not a ""Putin puppet"" https://t.co/RoUXhSjG3H https://t.co/0PWrka1tgC""",824645127356485632,2017-12-31 23:34:29+00:00,
947611702388035584,"#Ukraine's radicals can't get enough even on a such worldwide happy event like #HappyNewYear They use #hashtag #ЗНовимРоком(Happy New Year) to spread idiotic joy re airport evacuations in #Russia, claiming that God does exists because of terror threat to Russia. IDIOTS! #EU #UN",1573512366,2017-12-31 23:33:30+00:00,
947611685916995596,"@AdamKinzinger @Dea People watching children gassed, Syria blown apart, concentration camps, Russia annexing Ukraine’s territory, Chinas island policy, and North Korea’s inevitable nuclear war with us, the sooner sadly the better, I would prefer a local potentially nuclear war to a Pacific wide nucl",74851481,2017-12-31 23:33:26+00:00,
947611614781607936,"Russia expert: Trump only supplied weapons to Ukraine to show he's not a ""Putin puppet"" https://t.co/7qKEwibfDc https://t.co/WWUmiaSUn8",1917731,2017-12-31 23:33:09+00:00,
947611442005594112,"threatened. 1979 : USSR invaded Afghanistan.This doctrine, also became the primary justification for the Soviet invasion of Afghanistan in 1979 April 2014 Russia annexed Crimea from Ukraine.Mr. Putin claimed  Russia has a responsibility to defend its “compatriots.”",2166639265,2017-12-31 23:32:28+00:00,{'place_id': '5d703d71c020d4fd'}
947611386237956096,Russia used the Ukraine as a training ground for cyber war. https://t.co/OUimOVzuKl,2705602272,2017-12-31 23:32:14+00:00,
947611263047217153,"December 31, 2017 at 06:23PM RT WIRED ""Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/utnU3ef0Hr""",859082383739539456,2017-12-31 23:31:45+00:00,
947611049280360448,Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/FVdM9v0hUt,382674704,2017-12-31 23:30:54+00:00,
947610776034070530,"In 2017, Canada failed to sanction any Russians for #RussiaInvadedUkraine, failed to ban Russia from SWIFT, failed to arm Ukraine, failed to bring in visa-free reciprocity with Ukraine like the EU did. Canadian appeasement benefits #PutinAtWar and greatly damages world peace.",2415072836,2017-12-31 23:29:49+00:00,
947610616684072962,From @WIRED - How An Entire Nation Became Russia's Test Lab for Cyberwar: blackouts in Ukraine were a trial run. Russian hackers are learning to sabotage infrastructure and the US could be next. https://t.co/oCwiLGeGFY,78400475,2017-12-31 23:29:11+00:00,
947610432197492737,WIRED: Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/TVl0saIvOI,2155807152,2017-12-31 23:28:27+00:00,
947610424735928321,Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/9qm1yuw66r,44607361,2017-12-31 23:28:25+00:00,
947610381228404736,Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/TwafzYHzIm,157973311,2017-12-31 23:28:15+00:00,
947610364027523072,Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/sVV3GLXMRz,852042079169462272,2017-12-31 23:28:11+00:00,
947610166173818880,Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/yq97arXQVs #WIRED,1336448917,2017-12-31 23:27:24+00:00,
947610123870068738,WIRED: Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/X55gufJv6I,16204520,2017-12-31 23:27:13+00:00,
947610113032048641,RT WIRED : Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/S9xXWjvTcr,21268553,2017-12-31 23:27:11+00:00,
947609885256093696,Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/Z4JM6I4oAz,88403945,2017-12-31 23:26:17+00:00,
947609873747005440,"Via rvp Ravi VS Prasad #LI - RT WIRED ""Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/fKBtzbpxWv""",13584132,2017-12-31 23:26:14+00:00,
947609651390111745,Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/jgvXt47Y2Q,1658330929,2017-12-31 23:25:21+00:00,
947609649783689219,"Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/EvksylQlp3  Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/EvksylQlp3  — WIRED (WIRED) December 31, 2017  #Tech #Science #…",823910300575371264,2017-12-31 23:25:20+00:00,
947609376730345472,Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/9YVJ0EBhqh,73351307,2017-12-31 23:24:15+00:00,
947609149847801856,Russia is using Ukraine as a cyberwar training ground. The United States could be next. https://t.co/vDOKE4oG1T,1344951,2017-12-31 23:23:21+00:00,
947607568188293120,#TheResistance Russia expert: US decision to supply arms to Ukraine a 'mistake' https://t.co/mR2uJ5927E #FBR #DemForce https://t.co/O9ixGCb18T,30221509,2017-12-31 23:17:04+00:00,
947607288419844096,@Israel @Canada @Ukraine @Nigeria @denmarkdotdk @sweden @Australia @Russia @Poland @GREATBritain Celebrate Life https://t.co/DozH91HqbC,864505052026863616,2017-12-31 23:15:57+00:00,
947604764946296833,Russia expert: US decision to supply arms to Ukraine a 'mistake' https://t.co/dMWDhI8wtf,946546152664719361,2017-12-31 23:05:56+00:00,
947603300521824257,#cityofinvestmnt managed forex #cityofinvestment #forexnews #forextrading #investing #AssetManagement #Singapore #Japan #Hongkong #Macau #SouthKorea #NorthKorea #Taiwan #Brunei #Russia #Slovenia #Ukraine #Italy https://t.co/rki7PPm5b5,846417765351276544,2017-12-31 23:00:07+00:00,
947602040817160198,@JohnKerry Name one accomplishment Hillary had as Sec of State? GO!!! Russia reset button ? Ukraine? Libya Syria Egypt Iran Iraq Syria Israel ? How bout North Korea China relations?,947416495977566208,2017-12-31 22:55:06+00:00,
947601591112257537,@Israel @Canada @Ukraine @Nigeria @denmarkdotdk @sweden @Australia @Russia @Poland @GREATBritain Thank you. Shalom,784126214948712448,2017-12-31 22:53:19+00:00,
947601050621620224,Russia expert: US decision to supply arms to Ukraine a 'mistake' https://t.co/xFgpvG4HOS,196591579,2017-12-31 22:51:10+00:00,
947600197605085188,"@JWadeTaylor THIS is ""colluding""?Not Obama's HORRIFIC foreign policy allowing Putin to invade Ukraine &amp; giving Russia historic,unprecedented control &amp; influence in Middle East?A policy BTW that already resulted in hundreds of thousands dead.Can't pay me to be a stupid,morally bankrupt leftist",551580888,2017-12-31 22:47:47+00:00,
947599632233828352,Ye got nothing left except ur zombies in Scandinavia and Poland Ukraine Russia waiting,2618671912,2017-12-31 22:45:32+00:00,
947598207688753152,"How about this. Instead of treating Ukrainian opinion about Russia as biased, recognize Russian opinion about Ukraine as biased and worse. Moreover, Ukrainians shouldn’t be denied voice for their own country, and Russians sure as hell shouldn’t be the surrogate voice on Ukraine.",2272111265,2017-12-31 22:39:52+00:00,
947597801189445632,Arming Ukraine Likely to Escalate Fruitless Conflict and Risk Needless Confrontation with Russia https://t.co/e2yYSkuOY5 via @HuffPostPol,85881268,2017-12-31 22:38:15+00:00,
947595959873175554,Investment opportunity for investors looking for proven long term returns #forex #assetmanagement #fx #finanzas #investing #money #invest fb #Singapore #Japan #Hongkong #Macau #SouthKorea #NorthKorea #Taiwan #Brunei #Russia #Slovenia #Ukraine #Italy https://t.co/zIFUNZApPn,846417765351276544,2017-12-31 22:30:56+00:00,
947595720567255045,"@alexangus82911 @joelpollak @nytimes Cuz we all know a ""Russian asset"" would allow weapons to be exported to Ukraine to be used against...wait for it...RUSSIA 🙄https://t.co/8piGKNvRYm",797596428403175424,2017-12-31 22:29:59+00:00,
947595639478800385,"@Learjetjockey @alexangus82911 @joelpollak @nytimes Which signs? Selling weapons to Ukraine? Shoring up relations with Poland and other former Eastern Bloc states? Supporting the Iran protests, where Russia deals with the current regime?",229846341,2017-12-31 22:29:40+00:00,{'place_id': '00b9904f25cf6e14'}
947594702357794816,@adamsbeerblog @realjenleona @btw910 @mama_nicasio @chrislhayes @RenWet Ukraine? Iran? Syria? We're at war and Russia IS NOT our friend in fighting terrorism no matter how many times they say they are. Trump's people sided with Russia &amp; Ukraine AGAINST OUR GOVT. That is TREASON.,17293680,2017-12-31 22:25:57+00:00,
947593722216136704,"Happy New Year India, African countries in 2018, Turkey, Russia, Finland, Ukraine.",15118069,2017-12-31 22:22:03+00:00,
947592189793599488,"@Israel @Canada @Ukraine @Nigeria @denmarkdotdk @sweden @Australia @Russia @Poland @GREATBritain ""Political solutions to internecine conflict..work..if..needs of..[all] involved [are met]..adjustments are..pragmatic..[but also] in alignment with..spiritual truths..[of] the great Prophets of Israel..and spiritual leaders..of yore, and..present."" J Loveland/Chance for Peace",2902144136,2017-12-31 22:15:58+00:00,
947591122280366080,The calculation of risk versus reward for livestock 2018 against grains production looks heavily weighted towards livestock especially as Russia and Ukraine set too to  quit their large stocks https://t.co/nJo9TlD8HP,1892183810,2017-12-31 22:11:43+00:00,
947590097314177025,"We are admission specialists. We secure/process admissions for students to study in reputable and affordable universities in Russia, USA, Canada, UK, Ukraine, Georgia Country, Armenia, France etc https://t.co/P6Io9Ll724",908325259,2017-12-31 22:07:39+00:00,
947589769638408192,#Russia Scholar: #US Weapons Sale to #Ukraine a 'Dangerous Mistake' https://t.co/QlTIk19QlZ https://t.co/ApjpDYSWTh,298728900,2017-12-31 22:06:21+00:00,
947588800406081540,"Happy New Year to the People of Finland, Estonia, Lavatia, Lithuania, Russia, Ukraine, Romania, Moldovia, Burgeria, Grece, Lebanon, Syria, Jordon, Isreal, Palestine. Libya, Egypt, Sudan, Burundi, (1/2)",2900648084,2017-12-31 22:02:30+00:00,
947588209810296832,#cityofinvestmnt managed forex #cityofinvestment #Assetmanagement #investing #forexnews #forextrading #Singapore #Japan #Hongkong #Macau #SouthKorea #NorthKorea #Taiwan #Brunei #Russia #Slovenia #Ukraine #Italy https://t.co/rki7PPm5b5,846417765351276544,2017-12-31 22:00:09+00:00,
947588180303159296,"#HappyNewYear to #Finland, #Estonia, #Latvia, #Lithuania, Kaliningrad (the last of #Russia!), #Ukraine, #Romania, #Moldova, #Bulgaria, #Greece, #Cyprus, #Israel, #Jordan, #Lebanon, #Syria...",484556104,2017-12-31 22:00:02+00:00,
947586749559132165,FEELS LIKE -55° IN ND… https://t.co/87tLphOPnU https://t.co/xHsg6cPI6H,841861508942450688,2017-12-31 21:54:21+00:00,
947586610446684161,UKRAINE / UKRAINIAN POLITICAL PRISONERS IN RUSSIA: https://t.co/ulDZKLHdGW,248819855,2017-12-31 21:53:47+00:00,
947585173780074496,"I have 52 new followers from Ukraine, Russia, and more last week. See https://t.co/HXis4dOP9D https://t.co/3uafoj0ZUO",2807118956,2017-12-31 21:48:05+00:00,
947584958423621633,"My followers live in Ukraine (66%), Russia(12%)... Get your free map: https://t.co/Im86jhpghD https://t.co/DrLZjll01a",703590232223059969,2017-12-31 21:47:14+00:00,
947584012607938560,Ex-President of Poland Lech Walesa: #Russia is losing the battle for #Ukraine https://t.co/vLLlb1BxJI,3488416033,2017-12-31 21:43:28+00:00,
